標題,連結,來源,時間
日本宮崎縣近海發生7.1級地震 當局發布海嘯警告,https://news.google.com/read/CBMi4gJBVV95cUxNaG1CZUlRZWpmc0pFUmRhTDV0ODRmZDNTZl9QVHpOeWJveWlTU1JuX0VJTWFGdXRsUV9laURnQ280NVdCM21NUWl2ZTl3TmJzSUZoYjk4RWNPZDNYcTU4eWpnTFRld2xNYUhNbDVFM0hTZEpVZlY3UDVBcGp0NURHVzlBeGw2VXNPM3A2UWh0NDBrVE1rallweWJRUU5CejlzVHhjakNxWC1CZmhDU2JmVk9OVFpXS2FtdHdNQ0VsRmdUSWdSTkhIQlUyZVV4MUpNNWdYSlFJNmdHZVJCNzRYSzAzNUVvRlZTM0xCRUhJQ3dUcFcycmZaWXFYZ3lwSVJUc1E0MVpXdk43d19NTUJYQnJqdEM2OXhEaG15LTRERVFFMmFrM05LUFk4TkdhMDdzSUlrNTFUNUs2QndlQzBZVURHbWxXc09nRkpINzlwa3JjMFYtSUl2NWxLbmtFWlZaVXc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Channel C HK,4 天前
日本地震｜宮崎縣7.1級地震 再有一波海嘯抵岸 浪高1米,https://news.google.com/read/CBMi-gJBVV95cUxOVl9TWWxfWEVOSFJIV2E5NHBaem9XUWgxTlE0SGIxbi1Sc0hzU2J6RWp1eGxvbW9WYXFWd2dpTmIxVDROeG9QblJBdXJsa0xKSzZ2Vy1pbzJSQUJVaS1FVG5UN0ZOMUtQQTVYaFNhQVBkNU9TTlVHd09aUWVFdDBLM1N3TzdyWi1qcVJSWHlpMGJjeUw4ZGRKUGRPVnpVX3djN1pISWduS3BmaEhobTR4bXVaM2tBNE1za2ZFZGZfQ2ZXWENWRWl1VmFIZXJpbFpoY3ktN2pxVkd0ZDFfaXhYbDVVQnM4M0hWUi1CbFZfaGprSXNMUnl3MWNqQ09jU25TNWtKWlU4Z1M4SmViUVo1OUxKeEVoNk5HZ3l0WUJmY2tsUTNkYUt3b2FxemdVODdwWkRCX2ZSaXJmRzVOTWZXLTQ5eVVSQ3RrNVlRcnoxODhlVzVyejdMS29xaUtXbTBheVhWT3BiOFJYWjJUdVN2ZTBxOVFaNGJzWlE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,4 天前
北海道外海5.4級地震未發海嘯警報｜即時新聞｜國際,https://news.google.com/read/CBMi5wFBVV95cUxOMlM1bzJaejd0UEpCLXBNcnZobXBZei1XRVBiUGNkTmZpNWxYTVdydlNCNjVxOGYxTnA1T3FUQ3JvVW1BOFR2TDJCWE1ETmVaRFdFT2lLNWFaYVdiN25ISk44SkFhQlM0LXg2QWJQVHNCa1MxQlo3cTBINlhhZS14dHhXOG1WX2ZFYWx1RnVuQUVKWjd5RHJGZmRMWFQ2cmYwOGpmSFExalFQd3RrcnoxazU3MHFMQkR6b0VYbVNjZXAxTWd2eU5OMVY4d3JVVUtKRTNzR08xMTZzLWpVQ3pZcngtX1JzNVE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,on.cc東網,7月21日
日本宮崎縣發生黎克特制7.1級地震 海嘯料高1米,https://news.google.com/read/CBMizwJBVV95cUxPWXJHa0hHZHNmZmt6elNiSWtNUndLT01YTUZnNWtZS1lQRE0zTmVyWWVlTFFmNk5aU1JMN0hrWUlTaHVYRXF5Sk53X1pKLWxFZWY3MEVLUmVCRWd6dXZvSlVRV1lFTUFGeW1aUzl5dkZBd05tSW9LZm5pa3JkVjhneVVvUFFLX3JWUkFzYTVXUXNrZWVYLVd3aVNFelN4UXRscDM0QzZfUUNKWHZOODVhT0lxem1Hd3FYMURmam4wYXlNR1RncnBycnBCZ2hVSDVhYUstcU1SNjhhNHd2NU9VTzNpdFhvaHlONTJkVkJldU5xSmpYaklBbE5UNHlmZllHbDB1TUI5RDdNMXJheFlKSmMxci1vNTlVXzBBN1E1d1BnVlR6R080d3RFZEkta0VFNDNDRS1hajN2TTc4WFI0anhINVduc1ZONFNyY3pOcw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,橙新聞,4 天前
宮崎地震丨海嘯預警解除 房屋倒塌累計致12人傷,https://news.google.com/read/CBMi2AJBVV95cUxNNWp0cDF6M2dOOXZnbzIxdnV4SFAzS0hCSHRHVEJfcG5TLXBjM3V4cTc3MHBIbF93Y1Fyam15ZHBnMHQ3Y19UbGR3bWkzNnhtOXlZVzV4Q09ZeWc3cUFPbWxDMlVSaW9ya0hUamRVLUNQSnY2WDNScENLdDVjUU1LZG1ucHRKMTJ0UDE2NjBLX0c3UU1LWXFUVmFmR0JxazctelhoV3o5SlQ1N0tBa3dmMlZIWEIyVTROUEdrcmxHbnlZOW5qWGlLWVZYRWtaV0E4ZERlVzI0LWMzblFfTWNvRmlwU3pSbjVPeXA0VGFMZjJvQVUyTXpBVkJfNzJsTDFZRk1mcnNhWEJ4aEVEZ1dkX2tZYmZqTk5SQ0E5N0JxS2J5NmNIZW03ZUJFNVU2MnBJX3JsLVVpWlFtX29tZXRwVG5kTXl3M3o2V0JGeTZiVHBxOFB3YVR5ZA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,橙新聞,3 天前
宮崎縣日向灘凌晨再5.3級地震 無海嘯警報,https://news.google.com/read/CBMijwFBVV95cUxObGpFQjhJTHNGcVVLcXVHZ3pYb0JjWWNZbVd1Y0FmWTJVOEl6WFFobkxlRlJnNVN0aEQtTlZFVmtwNmRBekQteTJSa1pEcVFldXRRdHloVElTY21hdFY0MzJGLWJYYW5WemxhMWQtbHhHRjVXVmE1eFl5TzNrSUZUOWVSdXdHQW11MEtObFFGaw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,on.cc東網,3 天前
九州宮崎縣對出海域7.1級地震料有1米高海嘯｜即時新聞｜國際,https://news.google.com/read/CBMijwFBVV95cUxORXBBUUtsWGRCZld6WG9hTXFVZ042TktnOHpFNzBHLTd2b3lqLTF2TVFvdnJ5eU45RlRUd3VLR0pNUTNXR2dla1BtLUxrWGpOYXJaR1JRcDZzSklURXZnMGc2elQ2cXJubE9MS3duTmRSQ194WV9DUWZQLWJoUnZQVWtxMHlHa3FrWEdyeHhtdw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,on.cc東網,4 天前
東京都深夜發生4.7級地震暫未引發海嘯警報｜即時新聞｜國際,https://news.google.com/read/CBMijwFBVV95cUxNbnNnemo1d1J1T1RzYl9hSXBLZUl5dGVvRHJueEdRZS1Ld2UzRkdTblhGQWJQYmdubEhieXdkaVlEb2FkaDd5c2lxMUVVZVAtbDdtUWdiZ3pfOVZ3MURQNHpfZzBaUmNMWkVGb1RTQWdIZng4NVlfdFhKSUJObDhYRVh6UjkwY0NQY056WjU2MA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,on.cc東網,7月31日
日本宮崎縣6.9級地震 料現一米高海嘯,https://news.google.com/read/CBMimgJBVV95cUxQOFNtWVJJZkFmbno2cWV4UEF6RlQ1Q3RzdU1KRHltTGZuT3NwUWptS3RXSjhfRjhOb2wwTGdqaHBsalk5WWxHSFNJTkEybmRva0pNbFQ0RGpOWGszR2lxemMyalFLX3d0N2gzWV9vRjNVX1M2R0Z4QjRZYU1ySm9rY1JsYTRyUGxpSXF0QmxRd0pvTXJ3Z1BzaG5xTV8wY0pDbjVveG9HdzV5X2NBSVdYbDI2VTY2dVFGVS1rNGExSUpZUnRJc2t2eE1VWndISmFWUS1hOHpGYnhDYi15UVRjX29CMXZ1cDFRSm1YNEpDWno0R3BTV0puWHNsQmtqSFFyMFotRl9JOE45bVZFTy1scS1PSVY1RmlzQWc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,AM730,4 天前
日本宮崎縣7.1級地震 料現一米高海嘯(有片),https://news.google.com/read/CBMitAJBVV95cUxQM1ZEUzl2ZEk1MzF1WlBKaThLZkU4cFlPQmxrT01RNmV0RXk4Wkd0ZjZzdGc2TGtaUV9USFF4N1hPeXJiZU9XWHFkcFBDdndDRzZCS09FckRvRU96MHhLLUlEaF9tcGRwOUtJc1R1WXRPbmhRUEUtSnFTRmpuVWdGU19VaUdTbGN5ZXQ3TXRMUmRrR3A3akV3LWNMM09sS05MWXpCNlV1WDY2WHN0eXU1Tk9MUW5EakhLYURzV1FvcjF1c2NWZkxabUhYUF8xX25faC1lM2w3YWtzbWVYOUpiOExyMGpXZ19ySTROeS1SOTJhVGZXN2xCLWZsTXVyUzlVS1lXS2hKVGtJRnRCTTlXOGx3N2Z6MXFnc2FEaHdUdnBvRzN0OVR4eEE4aEs1ejh0cno2cQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,AM730,4 天前
宮崎地震｜日本當局上調至7.1級 發海嘯警報暫未有損毀報告(多圖有片),https://news.google.com/read/CBMiugNBVV95cUxOQU82c0Z2Q2xlV0xWME10cUJqUWVkUW82U2hRMDA3T0w4NWt4QkswQ3VHSXM3OVNTaGNlS1pHbW1wMTFveXNvaGpYODhQRklLaEQ5dHNnbGRkbTdVZ2NBNVlGSFpLNHJES1BGaU5PLW10ZkRMcEVybm9ja3ExNkYtbEl2SnpXa1RncmFGczRwaUcwR28zbE1qOV9tblJvZGZsN25GbkRiWmtZWnNHOHFObXFaTEc2c3pETUJ3TldZQ0xnY0RPVjFJSlVVM3lmZjJBd3FoUFRMcG1jeGhVYUFjZkJhRTJ1RGFqRmRPQ2MxU1pFMkRvWXZBTkctU2E3TG5XYnFrcFVkS0dkSEZVZU94Z05lejhqRzNnMXNnVFpPVk5VMHlhS25EZVk5LWZ2eFlIdFgwdDBjQ094SnRzN215c2VjMG1uWGlXN0tkbzhXTmgtdVREM3BYOEJuTlUwNXFKWGFPeVQ4WVdwWWpHYnF1eTdJUVgwQjQ3Nk8xSDR6S2JaYUJVR1BrbHVoQ0pHS1RwTVozSEV5am4ydXVNc09SNklKdnp2cHBraWxZek9hMXNreDQtN05pUmVB?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,AM730,4 天前
南海海槽地震機率增 日本警戒7天,https://news.google.com/read/CBMiUEFVX3lxTE44Sk9rUEM0QzhrNWQ1LUxzaHZhWEJKTUxFR1BqOGNmdWZ3RVVCQ3htV3lDc1MwNUxiYldHVlUyX1poZWR4TWZkRFpMdjlwZ3NM0gFWQVVfeXFMTkp5S1B5alB2TmlLQlhPM3FiTlBIcU1FVm1KZ3B4ZW5wYmlybzNYODZfNlVnWnAzVFdsUG43NU5PRkg0cEE0eGc4aFAzNEdhOTNBR0tWUWc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,2 天前
日本神奈川縣地震規模5.3 東京也搖晃| 國際,https://news.google.com/read/CBMiX0FVX3lxTE96VG92UTluZzg0Wm5GekdvZHd4Ml9wd3YxcDJqVkwzMEVibXVldUtfeWMtODlrSjhGQjhSNC1MZTRfbWRES2pkVFNnbzBHSm5vVXNoSWZ2UldIUzZzOF93?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,3 天前
日本節日回鄉高峰今日開始 各地方政府及鐵路公司嚴陣防備地震,https://news.google.com/read/CBMipANBVV95cUxOeWxLckdWREJ5d1JadzlKdlFneXJfUzNJa0kzUkdtYklJd1N0ZWxTY1FDblF3NTAxNExDamZ6NTRRUmFuUnk5RUM3SGswbEhYOThJWi1pWUNqam1LX0pDWndHcGRfX1ZfNUZxTlhhRHRBaUVSOVpaSEppSGJvV0M1aVVxY2FhR0NMQjNVNzdlUUpNZkF4czdFYlNfU09sMktMT0s4ajhoUC1TUTVEb1lDVVhPa2JwNlJkSzhJTGdVTDdUbzd0NDQwVEJfcGZQZ0tnUGp4RE5oZlFGVTRyRVRIRjlzOFRMXzdfaGlMTjQ4TTAza0J4SUk4clRKVlZEODdZdWFuTUViak1RLWtvbFF6a3RGYVBQMlRLenBkcFAtNFpTYjFQVlZ2SWxHWDBqYTdCVW8xOVBEaG1vLUo1bjZST0NBMWI3N3VmN21DekE3NEhPRVRJNk92Y1JVUmI0WVlLZ1M1SmtVa0l0M2dkNlhZRFZqNFVUNWFWWl9jZXFqdVNCempEbXZSc2VTWU8zeXZUUXJJa1F0SXk3Zi1yaExLelJlOG4?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo新聞,2 天前
南海海槽地震警戒 日啟動避難,https://news.google.com/read/CBMiXEFVX3lxTE1qRmg5SEVGSklkZ1JIVi01d3lISWJTUVdRT1BKZU05ajl3ZVl2TlhORU1JSUoxbE5qVXRYbFEyRC1QWjVpSnFuRS1uVjg0X0JHY0hvOTB2TGhSbEZD0gFiQVVfeXFMT3ZRdDFIQ0dYbUxOX29iSUVJMERkbFpFZ3I1WDlvUWNTYnRFZ1h5bXdybGgtVkxMOFB5cDV4UUMxc3FOQTFvOUNLVWdQSlpScVRCLVhFbDhkQlVUQnlGZ3JEQVE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,自由時報,2 天前
【國際新聞】日本神奈川縣5.3級地震 學者料與宮崎震源無關連,https://news.google.com/read/CBMicEFVX3lxTFBLY2QyYm56YlVmZFkzbG1SZWVPSklJYUxndU9nSUtkMlZFVVZERHpISHkwNmdYemY4a0NXZ005M1JsX0RwN0Nudk0zNlhsWWVWU3E5djZTQkNkUUExZHQtNHcyaDJCdTFCcEllc3hrN2s?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,KTSF.com,2 天前
地震颱風影響旅客數交通部推優惠方案吸國際遊客- 生活,https://news.google.com/read/CBMiX0FVX3lxTFBHdC1KNGxRUTBpcW1Cd0QtMk5rOEVYeFphdEo5T1JVMVNrUjBlNThwQzZfbW91UTZ0aEJzcWtYSmREN0hjalBJdDcwVUs2NDh2YXVNWjhQeGZmZGhKNG84?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,工商時報,7月30日
日本7地恐現1公尺海嘯！當地下午4時43分規模7.1強烈地震| 國際,https://news.google.com/read/CBMiWkFVX3lxTE5QRjN5TVRyN0dqWG4tXzE3M0hjeDFqX2ZBUEpZNDJmMTZlODY4MHJZaTRMbjZUcVd0TGJCRThCVjVGX1dWVzFtRnpEcy1YbVBPVUZBVW85VVNtZw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Newtalk新聞,4 天前
台灣花蓮秀林鄉又再地震| 精選 | 即時 | 國際 | 2024-08-03,https://news.google.com/read/CBMiwwFBVV95cUxOZTlONlpZNEZmMVZ2NEk1UGJWT2NFTHJtemhHbkEwSHVvb1RYWE5WMWlwYzlDeGY3ZG9tVEpvVU0wMURqRlVJRHZMYzAxMVY5U0EzZU1tRkNLSVV0YXhNRWZjYzdlc2U1aFpMY0UyQ0U2TG9BOGtTUGxESlpISnZkem9pZXBVVXJaZ1hDX04xbjk1MTBSOUJ3U3YyTzZIaFVhUmY1VFRBd3FaVTdlclYxTURHTkhhZmNCNk1lazJNYVExWVE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,9 天前
地震颱風「嚇跑7艘郵輪」 花蓮港國際客恐跌破萬人,https://news.google.com/read/CBMiXkFVX3lxTFA4NEhTMnpfdDlvbzkyOEg2bTBxaC15NzJWN3p0R0RwRlBNX0l2R3RSU0lMeTdJUmpjR2wtUHZOVlB6RnJIRTQ2dllVd3ZTWGhENHpxZzhnZnJjbUF5YnfSAWhBVV95cUxPWjZLMzA2blpKWXpMelppa2ZCUUdaZklpMHBxbnhaVmxDRXk0eERRMUwwM1UtZExMYkZZcWJzeXJOTFZhb3ljeUd5bENkLWdCMllHS1BPcUFYak96bW5qd0VFczR0dnJscQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,ETtoday新聞雲,11 天前
0403東華地震火災損失慘重 國際期刊出版社Wiley提供線上電子書給東華大學免費使用 7月17日舉行授權儀式,https://news.google.com/read/CBMiT0FVX3lxTE5BTnYwMngtMTBHU2FzeXRVcFlhTWVLcEZ4Szd5UmZOMExhc0ctcDBFRmJBcmVkdFVITTR5MTNPTDVBMUV0NGNFakREMy1BdGs?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,更生日報,7月17日
日本強震後發布「大地震」風險預警首相取消出訪- 國際,https://news.google.com/read/CBMicEFVX3lxTE9PZzNZdld5SC11ajJZenNTbW9YeXRneFRlZ3JWTHlYbnNaSktfcnBIN0xiTVg4cVFEWjJmNkMtSnFLT3h2UXBTdHR6SGZmMGo3Tm9XLWJVVGZyY08zNjdzclJpUHJRamhhTGpfTTc0SWw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,大公文匯新聞,3 天前
日本地震｜百年一遇大地震將殺到？ 專家：一週內發生概率很高,https://news.google.com/read/CBMipANBVV95cUxPaUdMSHozNHhIVWFQTWg5dml2TVZwZzAzVHFMUkRmbHQzeFA1NHo5S28yU2NiZU5ZRTMycHJWcElHQlEwR2ZhUDhBbkpUNnZiT3VqeHBnR3R1eHhmTVczVUctZzJRQlQ1VWZCT3hJVjJKaXg1Y3B5WE40QnBFLTRSZlY2ZFlxRVRXQ2RuT1FXWVVjM0JJcUN5b3I0QjZvZjJ4NlZFQ25GRHNfaVpHZWhCOXYwaHBxWkhUOGhWRmNYUUE0Z1g3ZnBFZ0g0TDFKYzZyeUpDVU5icGNrTXM2X3BmU252U2IybC14LUdRTURNWmhtMXNEMVdyNGpRRTN0STRxWmVZdWJJU1Nha2FtYVNfUjZHclcyd2djaE1MQ25jczFkRF82ZHFRQ1dtZnVwUlc4UHY5NW94ay1Fa1ViX3BtTEJIVTFmRmJ2c01NaW9QUl9WRkJ2d3BQLTlkaGxkbGVZT1NzV3g0VUs4dlhvSU92ejA5OVlRSkF4bW1wMmJLZ2ExUDRnenhlNE9oSlRmVC1MbmZNRjNKYV9tM3JoVmxBd2Z6a3Q?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,3 天前
颱風地震中共軍演 重創台灣觀光形象,https://news.google.com/read/CBMiYEFVX3lxTE1zSzlNWmlPcTBybk9SenhyS0Myc0ZzQVUwYlNIZ0R1NTNtRGhjYXBMdVAydm5CN3Z2QXJIWXBWdnlVb3I3S2lXbkcwX0NpY0tUb0pYeFY4dzdsZi1qQThkd9IBZkFVX3lxTE9vT1BvUG5LeUIwV2dwb3lmTzNCWVpCWFFpSURKUjZHMC1VcEtEbVU2S2FHeFZNQy1HaHZxRjNCeGFkXzdIaS1Yd3A1Sng4WWZPYUY3aVo2YWZpMm14ZlhCV3ZjdjZsZw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,大紀元,7月30日
「南海海槽」登日本熱搜 官方推演強震死亡人數逾311大地震14倍,https://news.google.com/read/CBMibkFVX3lxTFBBNUxtNTBNVmgzWTNmWTcwd0I3WGRrcWJBTmpHc3ZhZjdGQjZjMnhDdkJqazNCQWVGR1VKWUgyeG0xTGdyU3BDZkFfQmc0US1udjE4TTBUZlZQbkdKSUpHWmhHOU5ENTh3TmFqUkNn?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中時新聞網,4 天前
日本宮崎南部地震規模7.1 最大震度6弱,https://news.google.com/read/CBMiX0FVX3lxTE1KQzUybldzUGVDNFhHckdLQzRMZmk4UkpQTi1qTEY4OUp1c3YtaEdyOVIzUGNkWXE3enBaLWRzUExQQU5pQS1uNU9mdkQ4cEVBSWtJeEVNMGpLZG53UHpn?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,4 天前
日本宮崎縣大地震 高市特搜國際輪值救災動員整備,https://news.google.com/read/CBMiUEFVX3lxTE5tREVEQVlFMl9aVVZqQ3lGYUktWDBvXzNMYTJPeFA4OEVzZnNKcGV5Y1docnVWS2IwVHJDTFI5Z0FtOEtaMTRVby1xMUwxbEVG0gFWQVVfeXFMT1RsaG94VVhhSHV5Q1ctWlJGcTF2eEI2Q2RWQnZCbklMalNrU0ExLXN6dS11V3UtRm5FODRfWDRDdGRwRDNpdl9YQjhuOEJBSGlmUlM3TlE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,3 天前
今年至今僅430萬國際客 交長：推機票買2送1、花蓮每團補助5萬,https://news.google.com/read/CBMi8wJBVV95cUxQVWV0TS1SOXlENzA5dGpac0F3VnFFWUtxck8zdkFOMGV0V3VYeWtUeTJGOEw0U1NFS0RyRlB0c3JZSm05QUZzbWdLUzBVRWNDS3NQeGNKY2FOR0pELU1fM2tsYndSMl9vRnRpTXljUEd0T3prd3dESEIyM1E4MmozMjRYYk9nUHgxdTFuWjhNcWxkckhmVUVrS2Z2c1h6Y2tIMklOR0tEZU0xcVF1VUVpcGhmSTZGc2RMeWZYX0ZDNEFXOU1xbU4yYkRUc0FsLV9qelo0Uk5kcmxnWW1abkFueTNVVDlQckU0dlVHcXFBN1F5bGEzYnBvaUJoNkVwUmVZVFVoeWw3aW5rTnlCUTZUSHRvekRnYlJfM3R0b3Y3M0N3YmxkYVduUUR0YkhIXy00eXpTZkdIQ1NJcUVyTlNJcWRmdXhWR1o0TnlaOTJBb0Y0WW0zYjVDMmo0a1VOU3dXZnlzQVZTNHhnTHZwZlZVd0JTZw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,7月30日
日本北海道北方規模6.8地震 無海嘯威脅,https://news.google.com/read/CBMiWkFVX3lxTFB4YzNNOEIyNWVuNVpsOUptS0swaUszVk1sRVNYQXJqOUR1ZUFYWWZJWi1HMXVaRWpZeGM4cXpaT0hFZ19nS3lNQ2VYVF91T1N2YlJPZzdXUk0xd9IBX0FVX3lxTFB5VG9tSGhwQjNIb01CZUhFT2FUcXdBMm9LWXBPWDZaa2NZSWJxYjRoMTFWT2ZpSm9qSjZ1Z0hocnpYRjBuVWkxdFY1MWt2aGJxeEx6eWNualNJV1hWR3NF?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,2 天前
影／一千萬國際旅客來台恐落空 李孟諺：地震軍演影響,https://news.google.com/read/CBMiUEFVX3lxTE1aa3d5RDYzY2RUcnBPdjg4NGFsRWFQWTNPOTVGOWFDRXZKOE5MVWJMLW81WFo5ekhsSV9ESllwTzlfaDBRdndYVGc1cXBsMmxm0gFWQVVfeXFMUFlCRUVnN2xwOWdBR3ltNGZ2RmtjeUlZZmlNTkpkRE40MC1IV0diTEgzeE1JWHVNWjZZdVo3S2poQ0JiWjJvOVM2ZnFPeHB0U0xaM0UzcEE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,聯合新聞網,7 天前
義大利南部地震規模5.3 尚無災情傳出,https://news.google.com/read/CBMid0FVX3lxTE5mS0hxUUphbTF0empyUUV6S29HMURIbWFoVUNENzVVMjd0UW40QkRnRmtsTVVuUXczU3hBcDNsTmhZWGduQUIxekRuN2RXUTdJY1dIc1RZcHdqX2gtVWIwVGZkaWk1UjkxSmFRNG5yZzZiVnZDbXJR0gFfQVVfeXFMTVFkOEs4YndiYjh6cnhRcW56SHJLWUlQZzhaNFc4YWdWTC0yd0RheDdmQUZ6VlJ3THg1eUo1WWVSRkpOejktSkdVa21FcEgybldsbVl1bEh6UXBNdkJfYlk?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,10 天前
日本首次發佈“巨大地震警報” 意味著什麼？ | 國際 | 2024-08-11,https://news.google.com/read/CBMilwJBVV95cUxNWkhPY3dmVlJKWjAwYkxQcTBfZHNlcU1RRWZsRy1WS0EyOXU4RzExNTA1bVcyS2pBWmxMLTUwRGVBTFcyWjVRQVRkeGpBdTFXYlByeExkVFJqRDFaTDFCSWhZdExUd0l4enpielo0LXAzcWpnbHdDLUpqZEs5V0VHSlppZ2pmclNsS2tJRnhPX3NsdXlMY2RuX1BtMmk0ZG5QMDZXMVp5RHR3dU1LdnZYYlp4MjNfUzAtSGIxXzZ2U0xsbGRRMnB6SnhZWlIyTzZjWjU4b2hEZVBwc1pUZHVkSmZkNVZ5Mk9KcmpkeVItaUVKRHFqbG9Ndms4Zlc3UGVMR0hCQ0hJaGt4clhLRklKQ3hDY3JEbE0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,昨天
日本氣象廳發出南海海槽「大地震警告」 死亡人數或達「311」的14倍,https://news.google.com/read/CBMiwANBVV95cUxQbmtKWkRwMHJEU3pHS1puZVU4RHFBMC1HRDNKa2kyS01zSTRQaTd1dWJGQzEtOW9OSmNnek82NnhwYW9FR2lRV3pTd0FxWGVuWjAtTm5WZXRsQUstdXZaUG5naHMzVFJQa0p1aGJ6eWJkLWtFbVk4bU92SDdwRkNWWDJyeG4yOFNJWklYXzJ2OF9peG9KRkIxejRrdkFrdHdPZWlYOFVFRDFKT2ppTFREOWdGYTV6bEJoUG1TWThiUTBvU216MENhRXQwOGlsb3hNbWttMmVXMWxwUUpTMjlxd0dFNGpxX2F0MDFVaXY1SlBKOVh4UjFiS3F0VnpmZ0Njek9wczd1emYtRTBjMVVDTXZxcjdad19BMGpuYVdPV01yNWVUWmdXeFYtWVdabUw5STdSVE45THdaemh5UVZ2bDFVSHhqSWZ6ckJaN3NSbjdWV2IwbjhQbTFnd3RVcDJnUWY1ZVV0cWZYY2ZFWjRoTnFveXlhRl9PX3IyN01HOXRuTDZ6SUl4VldFWXpBMVhnR2dmTm9GMmFWakVrUF96X0JzUUhUV0gwcDZUQkptRHZjbk83NzFNYXlCV1A4U2pn?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,星島日報,3 天前
這3因素害國際客減少來台！ 李孟諺曝：地震、颱風、中共軍演,https://news.google.com/read/CBMiZEFVX3lxTE5HUEhuMVkwMmFaYzZJV3lUSVpDc1pHck1LVlRXX2s0cjBZb2N3cGpWUThnNnItVW1uMk9pVUo5V3hxUEExNDc2SjJKQ1Y5bUx4TGpfVWY4MEdkd0s0NU0wM3dfZWzSAWpBVV95cUxNSzhHS2p6cXBkUUY5ZEVWSFpoeFV1S2RVTi0ycElFN2ZwUTNyc1NNSGRUZWdVX1VsblkxQkhXbDlYajBXQVRKWTVKVTVUbk43S2FXd0w1RUJlSzhHNFVUb0NrQWdMZ1B1Qzln?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,自由時報,7月31日
岸田文雄憂心大地震取消出訪坐鎮日本| 精選 | 即時 | 國際 | 2024-08-09,https://news.google.com/read/CBMiiwJBVV95cUxPekFoTjViN3c5cE4xUHF5S2dYU1FvZ2hkdzlZSjM1cHpWcnBWa3ZJalpTMWQ1clVNaGVWek1iTTZqbXNTUDhkbmtkd09pNWoyekNESFFtUTEyNTJqRlVJWGJaX1hnYlV2eUZZU0VwNnBLWHZoZWNpRnRFeUpGVUc3aWlDaW4zdEVSenZ1M1lraFo2RUFZajU0amxpbll1RldnNjl5ZE1qblRYTlNKZWR5X2RZOWtraHlwanpWbEh4MDNPejhzY2dQbG1vekVxRjJhbFJsVGV5THdqV2dYWnpXMy02a1lYN3R4VlpyVUFKYnFiRTlUdk5taG5hdTdhc3RKTjQ5T0ZwMFFNcFk?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,3 天前
菲律賓06:23發生規模6.8地震 深度僅25.8公里,https://news.google.com/read/CBMiZkFVX3lxTE83NzZ3b1pyWllsSzR5UlppcWVKMnB6b01sbUk3ZmRKeHVEaU0xWkdER2RiaGdQV2hEaEVqZ1pLakZFZmR3UUUtOEprbThJT2hkRFFnQUhMcVhqdUM5SzcxTDJGTE1Qd9IBa0FVX3lxTE5QV1dCV29IZTluN1pYTElJaV9xclcteFluTXJpVUtuSUZOeDZHa0FBRVZnRHZYc0sxMlhNVFg5TG1XMEVVV3NmdHpwa1NYOVhJMjg0cjcyUk5wWnktbWtSMnF1dnVhR1IwaVhB?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,自由時報,9 天前
